hospital_name_with_id,hosp_type_code,nabh_status,total_claims,total_claimed_lakh,total_approved_lakh,total_deducted_lakh,deduction_pct
AMRITDHARA MY HOSPITAL [2858],1,N,8862,1661.13,1521.48,139.64,8.41
Sholapur [5062],N,N,3210,587.68,448.29,139.39,23.72
Khanpur [5038],N,N,17077,925.23,786.34,138.89,15.01
PARAMOUNT HOSPITAL PVT LTD [356],1,N,2145,1951.76,1812.91,138.85,7.11
MANIPAL HOSPITALS - GOA (A UNIT OF MHEPL) [1587],1,N,25015,2767.76,2629.24,138.52,5.00
ACCORD SUPER SPECIALITY HOSPITAL [3857],1,N,6853,2562.48,2424.19,138.29,5.40
HALWAN HOSPITAL [3535],,N,950,998.29,860.51,137.78,13.80
AJANTA HOSPITAL & IVF CENTRE PVT LTD - LUCKNOW [293],1,N,5498,1946.01,1808.43,137.57,7.07
MEDIPLUS HOSPITAL & TRAUMA CENTER PVT LTD [3613],,N,28648,3873.12,3735.65,137.47,3.55
TULA HOSPITAL (A UNIT OF BOTHANZI MEDICALS PVT LTD) [4031],1,N,1402,927.87,790.80,137.07,14.77
APOLLO HOSPITALS - KAKINADA [938],1,N,10301,942.68,805.63,137.05,14.54
GURDEV HOSPITAL [2232],1,N,5757,3471.56,3334.75,136.81,3.94
Sivagangai [5297],N,N,1223,293.58,156.99,136.59,46.53
SURINDER HOSPITAL - AMRITSAR [2459],1,N,2399,4094.09,3957.89,136.20,3.33
PAWAN HOSPITAL(A UNIT OF PAWAN HEALTHCARE PVT LTD) [2920],1,N,1264,1564.61,1428.54,136.07,8.70
QRG MEDICARE LIMITED [3345],1,N,10499,2349.43,2214.76,134.67,5.73
Aurangabad [5046],M,N,4528,620.25,485.70,134.55,21.69
SHITLA SAHAI INSTITUTE OF MEDICAL SCIENCES [1951],1,N,13122,1085.57,951.05,134.52,12.39
KRISHNA HOSPITAL & MEDICAL RESEARCH CENTRE [1362],1,N,10089,1398.01,1263.76,134.25,9.60
M/S MANIPAL HOSPITAL (DWARKA) PRIVATE LIMITED [1177],1,Y,16210,2494.06,2359.96,134.10,5.38
LAKESHORE HOSPITAL RESEARCH CENTRE [2572],1,N,14770,1233.49,1099.85,133.65,10.83
SHAH HOSPITAL [768],1,N,5246,2605.09,2471.68,133.41,5.12
SEVASADAN LIFELINE SUPERSPECIALITY HOSPITAL [2854],1,N,6502,1216.74,1083.35,133.38,10.96
PROGRESSIVE MEDICAL CARE & RESEARCH CENTRE PVT LTD [1085],1,N,13400,1880.00,1746.79,133.21,7.09
ROTARY AMBALA CANCER & GENERAL HOSPITAL [1529],1,N,14254,1759.54,1626.66,132.89,7.55
Pathankot [5241],M,N,7276,606.35,473.49,132.85,21.91
